previous_pressure_ratio,pressure_ratio,chord,delta_unloading,chi,increment_closure,increment_mm,pressure_closure,pressure_mm,plastic_closure,plastic_mm,residual_closure,residual_mm,plastic_xx_mm,plastic_xy_mm,plastic_yy_mm,plastic_zz_mm,fixed_kernel_plastic_mm
0.7,0.69375,width,0.006249999999999978,0.0236227610651247,0.00014842414387029448,1.9977889764941636,0.00014764225665702885,1.9872647746036085,6.075207608269909e-07,0.008177229440731298,1.7436645245783638e-07,0.0023469724500824775,0.0009335097942014697,0.006516767496673537,0.002465540954434705,-0.0017385888045784216,0.008159388464445758
0.7,0.69375,height,0.006249999999999978,0.04167619511182596,0.00026141927810520855,2.888683023062555,0.0002604762194489113,2.87826222491047,5.471181932577492e-07,0.0060456560354981296,3.959404631962489e-07,0.00437514211831855,0.0005536768206620122,0.004744211200375797,0.001977277669131291,-0.001229509654670995,0.0060347113810356855
0.69375,0.6875,width,0.006249999999999978,0.023610005637762495,0.00014817053863112471,1.9943754499749389,0.00014756253523601508,1.986191724276763,8.679924247537039e-07,0.011683178037184855,-2.599890297988791e-07,-0.0034994523410929127,0.00027374778403071087,0.009196856073900616,0.004667387105385353,-0.0024548129261318147,0.011643579851134423
0.69375,0.6875,height,0.006249999999999978,0.04167107961525972,0.0002611156490865691,2.8853279224065886,0.0002604442475953723,2.8779089359288643,8.272939296609017e-07,0.009141597922752964,-1.5589243854102912e-07,-0.0017226114458783717,0.00015262605243614969,0.007037992300372632,0.003806782330923831,-0.0018558027609796523,0.009117052742192147
