pressure_ratio,young_over_p0,strength_over_p0,initial_width_m,initial_height_m,width_closure,height_closure,width_closure_mm,height_closure_mm,crown_settlement_mm,invert_heave_mm
0.7125,40.0,0.2,13.46,11.05,0.006886649719660576,0.012033208150072734,92.69430522663136,132.96695005830372,60.187187773903354,72.77976228867203
0.7,40.0,0.2,13.46,11.05,0.007182630403202874,0.012555126180622909,96.67820522711068,138.73414429588314,63.25232113756543,75.48182319699272
0.690625,40.0,0.2,13.46,11.05,0.007405039675384178,0.012946975626327885,99.67183403067104,143.06408067092315,65.24932742997422,77.8147532409706
0.6875,40.0,0.2,13.46,11.05,0.00747928328136424,0.013077779825821133,100.67115296716267,144.50946707532353,65.86997544887257,78.63949167494067
