arc,fraction,x_m,y_m,radial_x,radial_y
invert,0.125,-3.8287972325139314,-3.8610390937921757,-0.23634550817987232,-0.9716690798637146
invert,0.140625,-3.6721164140682077,-3.898325672945491,-0.22667385272025975,-0.9739707205521909
invert,0.15625,-3.5150726492574362,-3.934052746542939,-0.2169797931640393,-0.9761760954656136
invert,0.171875,-3.3576814600469262,-3.9682167833752544,-0.2072642876572177,-0.9782849866281023
invert,0.1875,-3.1999584027408696,-4.000814406721341,-0.19752829646548578,-0.9802971856000828
invert,0.203125,-3.0419190664448337,-4.031842394681998,-0.18777278187931074,-0.9822124934988888
invert,0.21875,-2.8835790715248755,-4.061297680498402,-0.1779987081188195,-0.9840307210184199
invert,0.234375,-2.7249540680637048,-4.089177352855188,-0.1682070412385003,-0.9857516884478512
invert,0.25,-2.566059734313838,-4.1154786561682215,-0.15839874903171838,-0.9873752256893965
invert,0.265625,-2.406911775147986,-4.1401989908569465,-0.14857480093506087,-0.9889011722751202
invert,0.28125,-2.2475259205068068,-4.163335913601324,-0.13873616793251894,-0.9903293773827978
invert,0.296875,-2.087917923844184,-4.184887137583326,-0.12888382245951752,-0.9916596998508226
invert,0.3125,-1.928103560570177,-4.204850532712966,-0.11901873830680106,-0.9928920081921584
invert,0.328125,-1.768098626491793,-4.223224125838831,-0.10914189052418476,-0.9940261806073354
invert,0.34375,-1.6079189362518065,-4.2400061009431,-0.0992542553241856,-0.9950621049964878
invert,0.359375,-1.4475803217655823,-4.255194799321048,-0.08935680998552978,-0.9959996789704352
invert,0.375,-1.2870986306563277,-4.268788719744977,-0.07945053275656344,-0.9968388098608011
invert,0.390625,-1.1264897246887247,-4.280786518612599,-0.06953640275856325,-0.9975794147291728
invert,0.40625,-0.9657694782011769,-4.29118701007984,-0.059615399888961536,-0.9982214203752989
invert,0.421875,-0.8049537765368149,-4.299989166178049,-0.04968850472449475,-0.9987647633443242
invert,0.4375,-0.6440585144733983,-4.3071921169155925,-0.03975669842428385,-0.9992093899330613
invert,0.453125,-0.483099594652358,-4.312795150363838,-0.029820962632861606,-0.9995552561952988
invert,0.46875,-0.3220929260069167,-4.316797712727544,-0.019882279383143006,-0.9998023279461449
invert,0.484375,-0.16105442218973245,-4.319199408399575,-0.0099416309993662,-0.9999505807654059
invert,0.5,-2.975891721928068e-15,-4.3199999999999985,-1.8369701987210297e-16,-1
invert,0.515625,0.1610544221897265,-4.319199408399575,0.009941630999365833,-0.9999505807654059
invert,0.53125,0.32209292600691075,-4.316797712727544,0.01988227938314264,-0.9998023279461449
invert,0.546875,0.483099594652352,-4.312795150363838,0.02982096263286124,-0.9995552561952988
invert,0.5625,0.6440585144733925,-4.3071921169155925,0.03975669842428349,-0.9992093899330613
invert,0.578125,0.804953776536809,-4.299989166178049,0.04968850472449438,-0.9987647633443242
invert,0.59375,0.9657694782011709,-4.29118701007984,0.05961539988896117,-0.9982214203752989
invert,0.609375,1.1264897246887184,-4.280786518612599,0.06953640275856288,-0.9975794147291728
invert,0.625,1.287098630656322,-4.268788719744977,0.07945053275656308,-0.9968388098608011
