pressure_ratio,young_over_p0,strength_over_p0,initial_width_m,initial_height_m,width_closure,height_closure,width_closure_mm,height_closure_mm,crown_settlement_mm,invert_heave_mm
0.7125,40.0,0.2,13.46,11.05,0.006886649719660576,0.012033208150072734,92.69430522663136,132.96695005830372,60.187187773903354,72.77976228867203
0.7,40.0,0.2,13.46,11.05,0.007182922309365842,0.012554850945159972,96.68213428406425,138.7311029440177,63.22646262654244,75.50464038450511
0.6875,40.0,0.2,13.46,11.05,0.007479367059604388,0.013077908066122327,100.67228062227507,144.51088413065173,65.20693291231386,79.30395122201267
0.675,40.0,0.2,13.46,11.05,0.00777584211651178,0.013599956137180014,104.66283488824857,150.27951531583915,68.04543019948257,82.23408511781835
