pressure_ratio,young_over_p0,strength_over_p0,initial_width_m,initial_height_m,width_closure,height_closure,width_closure_mm,height_closure_mm,crown_settlement_mm,invert_heave_mm
0.7125,40.0,0.2,13.46,11.05,0.006886649719660576,0.012033208150072734,92.69430522663136,132.96695005830372,60.187187773903354,72.77976228867203
0.7,40.0,0.2,13.46,11.05,0.007182922309365842,0.012554850945159972,96.68213428406425,138.7311029440177,63.22646262654244,75.50464038450511
0.69375,40.0,0.2,13.46,11.05,0.007328985804278268,0.012814843899613775,98.64814892558549,141.60402509073222,64.86676524312065,76.7372598500286
0.6875,40.0,0.2,13.46,11.05,0.007476399165314541,0.013075572176514252,100.63233276513373,144.48507255048247,66.49946671912629,77.98560584120402
